Date,High,Low,Open,Close,Volume,Adj Close
2019-08-30,1.5099999904632568,1.4800000190734863,1.5,1.5,172988336,1.5
2019-09-02,1.5199999809265137,1.4900000095367432,1.5,1.5099999904632568,186610778,1.5099999904632568
2019-09-03,1.5199999809265137,1.5,1.5099999904632568,1.5199999809265137,132933706,1.5199999809265137
2019-09-04,1.5299999713897705,1.5,1.5099999904632568,1.5299999713897705,205338345,1.5299999713897705
2019-09-05,1.559999942779541,1.5199999809265137,1.5299999713897705,1.5399999618530273,274578720,1.5399999618530273
2019-09-06,1.5499999523162842,1.5199999809265137,1.5399999618530273,1.5299999713897705,129931899,1.5299999713897705
2019-09-09,1.5499999523162842,1.5299999713897705,1.5399999618530273,1.5499999523162842,141685891,1.5499999523162842
2019-09-10,1.5499999523162842,1.5299999713897705,1.5499999523162842,1.5399999618530273,122158216,1.5399999618530273
2019-09-11,1.5499999523162842,1.5299999713897705,1.5499999523162842,1.5399999618530273,124753695,1.5399999618530273
2019-09-12,1.5499999523162842,1.5299999713897705,1.5499999523162842,1.5399999618530273,193686244,1.5399999618530273
2019-09-16,1.5399999618530273,1.5199999809265137,1.5399999618530273,1.5299999713897705,131707782,1.5299999713897705
2019-09-17,1.5299999713897705,1.4900000095367432,1.5299999713897705,1.4900000095367432,256034114,1.4900000095367432
2019-09-18,1.5099999904632568,1.4900000095367432,1.4900000095367432,1.5,133037956,1.5
2019-09-19,1.5199999809265137,1.4900000095367432,1.5,1.5,167026451,1.5
2019-09-20,1.5099999904632568,1.4900000095367432,1.5099999904632568,1.5,139254266,1.5
2019-09-23,1.5099999904632568,1.4800000190734863,1.5,1.4900000095367432,104205390,1.4900000095367432
2019-09-24,1.5,1.4800000190734863,1.5,1.4900000095367432,70724748,1.4900000095367432
2019-09-25,1.4900000095367432,1.4700000286102295,1.4800000190734863,1.4800000190734863,84024705,1.4800000190734863
2019-09-26,1.4900000095367432,1.4600000381469727,1.4800000190734863,1.4700000286102295,112306577,1.4700000286102295
2019-09-27,1.4800000190734863,1.4600000381469727,1.4700000286102295,1.4600000381469727,97782375,1.4600000381469727
2019-09-30,1.4700000286102295,1.4600000381469727,1.4600000381469727,1.4600000381469727,68559875,1.4600000381469727
